Company Name,Industry,Symbol,Series,ISIN Code
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013
HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028
Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017
IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015
IDFC Ltd.,Financial Services,IDFC,EQ,INE043D01016
IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024
IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016
Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020
Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014
Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036
JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01044
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028
Kec International Ltd.,Capital Goods,KEC,EQ,INE389H01022
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014
Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014
NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014
Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025
RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028
RITES Ltd.,Construction,RITES,EQ,INE320J01015
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028
Raymond Ltd.,Textiles,RAYMOND,EQ,INE301A01014
Redington Ltd.,Services,REDINGTON,EQ,INE891D01026
Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017
SJVN Ltd.,Power,SJVN,EQ,INE002L01015
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021
Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013
Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016
V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027
Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027
