Company Name,Industry,Symbol,Series,ISIN Code
FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA.NS,EQ,INE388Y01029
Federal Bank Ltd.,Financial Services,FEDERALBNK.NS,EQ,INE171A01029
Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT.NS,EQ,INE188A01015
Fine Organic Industries Ltd.,Chemicals,FINEORG.NS,EQ,INE686Y01026
Finolex Cables Ltd.,Capital Goods,FINCABLES.NS,EQ,INE235A01022
Finolex Industries Ltd.,Capital Goods,FINPIPE.NS,EQ,INE183A01024
Firstsource Solutions Ltd.,Services,FSL.NS,EQ,INE684F01012
Five-Star Business Finance Ltd.,Financial Services,FIVESTAR.NS,EQ,INE128S01021
Fortis Healthcare Ltd.,Healthcare,FORTIS.NS,EQ,INE061F01013
GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR.NS,EQ,INE541A01023
GMR Airports Infrastructure Ltd.,Services,GMRINFRA.NS,EQ,INE776C01039
Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE.NS,EQ,INE382Z01011
General Insurance Corporation of India,Financial Services,GICRE.NS,EQ,INE481Y01014
Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE.NS,EQ,INE322A01010
Gland Pharma Ltd.,Healthcare,GLAND.NS,EQ,INE068V01023
Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO.NS,EQ,INE159A01016
Glenmark Life Sciences Ltd.,Healthcare,GLS.NS,EQ,INE03Q201024
Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK.NS,EQ,INE935A01035
Global Health Ltd.,Healthcare,MEDANTA.NS,EQ,INE474Q01031
Godawari Power & Ispat Ltd.,Capital Goods,GPIL.NS,EQ,INE177H01021
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP.NS,EQ,INE260B01028
Godrej Industries Ltd.,Diversified,GODREJIND.NS,EQ,INE233A01035
Godrej Properties Ltd.,Realty,GODREJPROP.NS,EQ,INE484J01027
Granules India Ltd.,Healthcare,GRANULES.NS,EQ,INE101D01020
Graphite India Ltd.,Capital Goods,GRAPHITE.NS,EQ,INE371A01025
Great Eastern Shipping Co. Ltd.,Services,GESHIP.NS,EQ,INE017A01032
Grindwell Norton Ltd.,Capital Goods,GRINDWELL.NS,EQ,INE536A01023
Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL.NS,EQ,INE036B01030
Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM.NS,EQ,INE09N301011
Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD.NS,EQ,INE844O01030
Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD.NS,EQ,INE131A01031
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC.NS,EQ,INE113A01013
Gujarat Pipavav Port Ltd.,Services,GPPL.NS,EQ,INE517F01014
Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC.NS,EQ,INE026A01025
Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL.NS,EQ,INE246F01010
H.E.G. Ltd.,Capital Goods,HEG.NS,EQ,INE545A01016
HBL Power Systems Ltd.,Automobile and Auto Components,HBLPOWER.NS,EQ,INE292B01021
HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC.NS,EQ,INE127D01025
HFCL Ltd.,Telecommunication,HFCL.NS,EQ,INE548A01028
Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS.NS,EQ,INE419U01012
Happy Forgings Ltd.,Capital Goods,HAPPYFORGE.NS,EQ,INE330T01021
Himadri Speciality Chemical Ltd.,Chemicals,HSCL.NS,EQ,INE019C01026
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER.NS,EQ,INE531E01026
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO.NS,EQ,INE094A01015
Hindustan Zinc Ltd.,Metals & Mining,HINDZINC.NS,EQ,INE267A01025
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA.NS,EQ,INE07Y701011
Home First Finance Company India Ltd.,Financial Services,HOMEFIRST.NS,EQ,INE481N01025
Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA.NS,EQ,INE0J5401028
Honeywell Automation India Ltd.,Capital Goods,HONAUT.NS,EQ,INE671A01010
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO.NS,EQ,INE031A01017
ICICI Securities Ltd.,Financial Services,ISEC.NS,EQ,INE763G01038
IDBI Bank Ltd.,Financial Services,IDBI.NS,EQ,INE008A01015
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB.NS,EQ,INE092T01019
IDFC Ltd.,Financial Services,IDFC.NS,EQ,INE043D01016
IIFL Finance Ltd.,Financial Services,IIFL.NS,EQ,INE530B01024
IRB Infrastructure Developers Ltd.,Construction,IRB.NS,EQ,INE821I01022
IRCON International Ltd.,Construction,IRCON.NS,EQ,INE962Y01021
ITI Ltd.,Telecommunication,ITI.NS,EQ,INE248A01017
India Cements Ltd.,Construction Materials,INDIACEM.NS,EQ,INE383A01012
Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN.NS,EQ,INE148I01020
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART.NS,EQ,INE933S01016
Indian Bank,Financial Services,INDIANB.NS,EQ,INE562A01011
Indian Energy Exchange Ltd.,Financial Services,IEX.NS,EQ,INE022Q01020
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL.NS,EQ,INE053A01029
Indian Overseas Bank,Financial Services,IOB.NS,EQ,INE565A01014
Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS.NS,EQ,INE09VQ01012
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL.NS,EQ,INE203G01027
Indus Towers Ltd.,Telecommunication,INDUSTOWER.NS,EQ,INE121J01017
Inox Wind Ltd.,Capital Goods,INOXWIND.NS,EQ,INE066P01011
Intellect Design Arena Ltd.,Information Technology,INTELLECT.NS,EQ,INE306R01017
Ipca Laboratories Ltd.,Healthcare,IPCALAB.NS,EQ,INE571A01038
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM.NS,EQ,INE572A01036
J.K. Cement Ltd.,Construction Materials,JKCEMENT.NS,EQ,INE823G01014
JBM Auto Ltd.,Automobile and Auto Components,JBMA.NS,EQ,INE927D01044
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI.NS,EQ,INE786A01032
JK Paper Ltd.,Forest Materials,JKPAPER.NS,EQ,INE789E01012
JM Financial Ltd.,Financial Services,JMFINANCIL.NS,EQ,INE780C01023
JSW Energy Ltd.,Power,JSWENERGY.NS,EQ,INE121E01018
JSW Infrastructure Ltd.,Services,JSWINFRA.NS,EQ,INE880J01026
Jai Balaji Industries Ltd.,Metals & Mining,JAIBALAJI.NS,BE,INE091G01018
Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK.NS,EQ,INE168A01041
Jindal Saw Ltd.,Capital Goods,JINDALSAW.NS,EQ,INE324A01024
Jindal Stainless Ltd.,Metals & Mining,JSL.NS,EQ,INE220G01021
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD.NS,EQ,INE797F01020
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA.NS,EQ,INE0BY001018
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA.NS,EQ,INE700A01033
Jupiter Wagons Ltd.,Capital Goods,JWL.NS,EQ,INE209L01016
Justdial Ltd.,Consumer Services,JUSTDIAL.NS,EQ,INE599M01018
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB.NS,EQ,INE668F01031
K.P.R. Mill Ltd.,Textiles,KPRMILL.NS,EQ,INE930H01031
KEI Industries Ltd.,Capital Goods,KEI.NS,EQ,INE878B01027
KNR Constructions Ltd.,Construction,KNRCON.NS,EQ,INE634I01029
KPIT Technologies Ltd.,Information Technology,KPITTECH.NS,EQ,INE04I401011
KRBL Ltd.,Fast Moving Consumer Goods,KRBL.NS,EQ,INE001B01026
KSB Ltd.,Capital Goods,KSB.NS,EQ,INE999A01015
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER.NS,EQ,INE217B01036
Kalpataru Projects International Ltd.,Construction,KPIL.NS,EQ,INE220B01022
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL.NS,EQ,INE303R01014
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER.NS,EQ,INE531A01024
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA.NS,EQ,INE036D01028
Kaynes Technology India Ltd.,Capital Goods,KAYNES.NS,EQ,INE918Z01012
Kec International Ltd.,Construction,KEC.NS,EQ,INE389H01022
Kfin Technologies Ltd.,Financial Services,KFINTECH.NS,EQ,INE138Y01010
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS.NS,EQ,INE967H01017
L&T Finance Ltd.,Financial Services,LTF.NS,EQ,INE498L01015
L&T Technology Services Ltd.,Information Technology,LTTS.NS,EQ,INE010V01017
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN.NS,EQ,INE115A01026
Latent View Analytics Ltd.,Information Technology,LATENTVIEW.NS,BE,INE0I7C01011
Laurus Labs Ltd.,Healthcare,LAURUSLABS.NS,EQ,INE947Q01028
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM.NS,EQ,INE576O01020
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE.NS,EQ,INE970X01018
Linde India Ltd.,Chemicals,LINDEINDIA.NS,EQ,INE473A01011
Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME.NS,EQ,INE281B01032
Lupin Ltd.,Healthcare,LUPIN.NS,EQ,INE326A01037
MMTC Ltd.,Services,MMTC.NS,EQ,INE123F01029
MRF Ltd.,Automobile and Auto Components,MRF.NS,EQ,INE883A01011
MTAR Technologies Ltd.,Capital Goods,MTARTECH.NS,EQ,INE864I01014
Macrotech Developers Ltd.,Realty,LODHA.NS,EQ,INE670K01029
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL.NS,EQ,INE002S01010
Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES.NS,EQ,INE271B01025
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN.NS,EQ,INE774D01024
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL.NS,EQ,INE998I01010
Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE.NS,EQ,INE813A01018
Manappuram Finance Ltd.,Financial Services,MANAPPURAM.NS,EQ,INE522D01027
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL.NS,EQ,INE103A01014
Mankind Pharma Ltd.,Healthcare,MANKIND.NS,EQ,INE634S01028
Mastek Ltd.,Information Technology,MASTEK.NS,EQ,INE759A01021
Max Financial Services Ltd.,Financial Services,MFSL.NS,EQ,INE180A01020
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH.NS,EQ,INE027H01010
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK.NS,EQ,INE249Z01012
Medplus Health Services Ltd.,Consumer Services,MEDPLUS.NS,EQ,INE804L01022
Metro Brands Ltd.,Consumer Durables,METROBRAND.NS,EQ,INE317I01021
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS.NS,EQ,INE112L01020
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP.NS,EQ,INE842C01021
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI.NS,EQ,INE0FS801015
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS.NS,EQ,INE338I01027
MphasiS Ltd.,Information Technology,MPHASIS.NS,EQ,INE356A01018
Multi Commodity Exchange of India Ltd.,Financial Services,MCX.NS,EQ,INE745G01035
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN.NS,EQ,INE414G01012
NATCO Pharma Ltd.,Healthcare,NATCOPHARM.NS,EQ,INE987B01026
NBCC (India) Ltd.,Construction,NBCC.NS,EQ,INE095N01031
NCC Ltd.,Construction,NCC.NS,EQ,INE868B01028
NHPC Ltd.,Power,NHPC.NS,EQ,INE848E01016
NLC India Ltd.,Power,NLCINDIA.NS,EQ,INE589A01014
NMDC Ltd.,Metals & Mining,NMDC.NS,EQ,INE584A01023
NMDC Steel Ltd.,Metals & Mining,NSLNISP.NS,EQ,INE0NNS01018
Narayana Hrudayalaya Ltd.,Healthcare,NH.NS,EQ,INE410P01011
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM.NS,EQ,INE139A01034
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR.NS,EQ,INE048G01026
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18.NS,EQ,INE870H01013
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA.NS,EQ,INE298J01013
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA.NS,EQ,INE531F01015
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO.NS,EQ,INE118D01016
Oberoi Realty Ltd.,Realty,OBEROIRLTY.NS,EQ,INE093I01010
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL.NS,EQ,INE274J01014
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA.NS,EQ,INE260D01016
One 97 Communications Ltd.,Financial Services,PAYTM.NS,EQ,INE982J01020
Oracle Financial Services Software Ltd.,Information Technology,OFSS.NS,EQ,INE881D01027
PB Fintech Ltd.,Financial Services,POLICYBZR.NS,EQ,INE417T01026
PCBL Ltd.,Chemicals,PCBL.NS,EQ,INE602A01031
PI Industries Ltd.,Chemicals,PIIND.NS,EQ,INE603J01030
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING.NS,EQ,INE572E01012
PNC Infratech Ltd.,Construction,PNCINFRA.NS,EQ,INE195J01029
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX.NS,EQ,INE191H01014
Page Industries Ltd.,Textiles,PAGEIND.NS,EQ,INE761H01022
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI.NS,EQ,INE619A01035
Persistent Systems Ltd.,Information Technology,PERSISTENT.NS,EQ,INE262H01021
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET.NS,EQ,INE347G01014
Phoenix Mills Ltd.,Realty,PHOENIXLTD.NS,EQ,INE211B01039
Piramal Enterprises Ltd.,Financial Services,PEL.NS,EQ,INE140A01024
Piramal Pharma Ltd.,Healthcare,PPLPHARMA.NS,EQ,INE0DK501011
Poly Medicure Ltd.,Healthcare,POLYMED.NS,EQ,INE205C01021
Polycab India Ltd.,Capital Goods,POLYCAB.NS,EQ,INE455K01017
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA.NS,EQ,INE511C01022
Praj Industries Ltd.,Capital Goods,PRAJIND.NS,EQ,INE074A01025
Prestige Estates Projects Ltd.,Realty,PRESTIGE.NS,EQ,INE811K01011
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE.NS,EQ,INE689W01016
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN.NS,EQ,INE010A01011
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH.NS,EQ,INE179A01014
Quess Corp Ltd.,Services,QUESS.NS,EQ,INE615P01015
R R Kabel Ltd.,Capital Goods,RRKABEL.NS,EQ,INE777K01022
RBL Bank Ltd.,Financial Services,RBLBANK.NS,EQ,INE976G01028
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM.NS,EQ,INE743M01012
RITES Ltd.,Construction,RITES.NS,EQ,INE320J01015
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO.NS,EQ,INE944F01028
Rail Vikas Nigam Ltd.,Construction,RVNL.NS,EQ,INE415G01027
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL.NS,EQ,INE0DD101019
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW.NS,EQ,INE961O01016
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO.NS,EQ,INE343B01030
Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE.NS,EQ,INE399G01023
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF.NS,EQ,INE027A01015
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI.NS,EQ,INE703B01027
RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA.NS,EQ,INE834M01019
Raymond Ltd.,Textiles,RAYMOND.NS,EQ,INE301A01014
Redington Ltd.,Services,REDINGTON.NS,EQ,INE891D01026
Restaurant Brands Asia Ltd.,Consumer Services,RBA.NS,EQ,INE07T201019
Route Mobile Ltd.,Telecommunication,ROUTE.NS,EQ,INE450U01017
SBFC Finance Ltd.,Financial Services,SBFC.NS,EQ,INE423Y01016
SJVN Ltd.,Power,SJVN.NS,EQ,INE002L01015
SKF India Ltd.,Capital Goods,SKFINDIA.NS,EQ,INE640A01023
Safari Industries (India) Ltd.,Consumer Durables,SAFARI.NS,EQ,INE429E01023
Sanofi India Ltd.,Healthcare,SANOFI.NS,EQ,INE058A01010
