Date,Open,High,Low,Close,P/E,P/B,Div Yield %
2000-07-25,2439.95,2504.5,2348.0,2475.9,15.22,2.05,1.42
2000-07-26,2481.3,2528.2,2416.2,2426.5,14.92,2.01,1.45
2000-07-27,2425.4,2523.85,2403.0,2521.2,15.5,2.08,1.39
2000-07-28,2520.45,2570.65,2492.25,2503.3,15.39,2.07,1.4
2000-07-31,2493.2,2494.5,2451.2,2464.9,15.16,2.04,1.29
2000-08-01,2472.4,2497.25,2437.55,2450.9,15.07,2.03,1.3
2000-08-02,2451.05,2470.65,2424.0,2460.7,15.13,2.03,1.3
2000-08-03,2459.85,2481.6,2414.0,2421.1,14.89,2.0,1.32
2000-08-04,2425.95,2441.7,2332.65,2347.7,14.43,1.94,1.36
2000-08-07,2345.2,2350.4,2284.75,2316.2,14.24,1.92,1.21
2000-08-08,2316.6,2382.95,2316.6,2374.4,14.6,1.96,1.18
2000-08-09,2382.65,2464.75,2382.65,2448.6,15.71,2.12,1.15
2000-08-10,2456.3,2488.4,2414.4,2424.8,15.56,2.1,1.16
2000-08-11,2429.0,2437.85,2361.75,2375.0,15.24,2.06,1.18
2000-08-14,2377.2,2392.95,2338.55,2387.0,15.31,2.07,1.11
2000-08-16,2392.05,2513.7,2392.05,2503.4,16.06,2.17,1.14
2000-08-17,2508.1,2528.7,2465.8,2477.6,15.9,2.15,1.15
2000-08-18,2477.85,2510.05,2467.0,2503.7,16.06,2.17,1.14
2000-08-21,2504.4,2560.8,2504.0,2552.8,16.38,2.21,1.09
2000-08-22,2554.9,2586.85,2540.3,2575.1,16.52,2.23,1.08
2000-08-23,2575.6,2591.55,2532.75,2542.8,16.31,2.2,1.17
2000-08-24,2541.45,2583.95,2519.0,2574.7,16.52,2.23,1.15
2000-08-25,2579.0,2612.65,2563.7,2585.0,16.58,2.24,1.15
2000-08-28,2585.35,2599.5,2529.0,2537.3,16.28,2.2,1.17
2000-08-29,2534.7,2544.05,2510.7,2527.3,16.21,2.19,1.17
2000-08-30,2539.25,2573.85,2514.95,2530.1,16.23,2.19,1.17
2000-08-31,2528.0,2553.6,2517.2,2548.2,16.35,2.21,1.16
2000-09-04,2552.1,2625.35,2552.1,2612.1,16.48,2.16,1.15
2000-09-05,2613.3,2648.5,2610.8,2634.8,16.62,2.18,1.14
2000-09-06,2633.45,2703.95,2612.15,2686.9,16.95,2.22,1.16
2000-09-07,2685.9,2727.15,2672.15,2708.3,17.08,2.24,1.15
2000-09-08,2709.8,2779.95,2709.8,2771.5,17.48,2.29,1.12
2000-09-11,2772.05,2855.85,2772.05,2805.1,17.69,2.32,1.11
2000-09-12,2807.2,2831.55,2769.35,2801.8,17.67,2.32,1.11
2000-09-13,2804.8,2836.05,2737.2,2742.6,17.3,2.27,1.15
2000-09-14,2744.6,2789.25,2732.5,2749.3,17.34,2.27,1.15
2000-09-15,2748.55,2761.55,2631.7,2649.5,16.71,2.19,1.2
2000-09-18,2643.65,2643.65,2522.5,2545.2,16.05,2.1,1.24
2000-09-19,2544.9,2594.1,2406.6,2461.7,15.53,2.04,1.29
2000-09-20,2491.25,2560.2,2423.35,2544.1,15.55,2.05,1.36
2000-09-21,2543.7,2567.15,2519.2,2540.4,15.53,2.05,1.36
2000-09-22,2534.35,2534.35,2363.15,2372.7,14.5,1.91,1.46
2000-09-25,2391.3,2485.1,2391.3,2472.5,15.11,1.99,1.4
2000-09-26,2479.1,2479.75,2379.7,2390.4,14.61,1.93,5.74
2000-09-27,2389.5,2421.95,2346.55,2409.8,14.73,1.94,1.43
2000-09-28,2407.4,2431.95,2363.4,2391.5,14.62,1.93,1.45
2000-09-29,2392.8,2416.95,2362.15,2369.3,14.48,1.91,1.43
2000-10-03,2366.0,2366.0,2312.85,2338.0,14.29,1.89,1.48
2000-10-04,2338.1,2375.35,2316.6,2367.1,14.47,1.91,1.46
2000-10-05,2368.25,2393.9,2305.25,2314.7,14.15,1.87,1.49
2000-10-06,2309.8,2309.8,2252.65,2300.1,14.06,1.85,1.5
2000-10-09,2299.5,2304.0,2260.75,2272.0,13.89,1.83,1.52
2000-10-10,2272.45,2283.05,2210.8,2222.1,13.58,1.79,1.56
2000-10-11,2208.05,2208.05,2141.2,2147.6,13.13,1.73,1.61
2000-10-12,2141.45,2194.95,2113.7,2190.3,13.39,1.77,1.58
2000-10-13,2186.8,2186.8,2098.8,2109.0,12.89,1.7,1.64
2000-10-16,2119.85,2223.6,2119.85,2144.3,13.11,1.73,1.61
2000-10-17,2137.95,2142.3,2066.2,2108.6,12.89,1.7,1.64
2000-10-18,2103.9,2114.0,2055.5,2093.6,12.8,1.69,1.65
2000-10-19,2092.8,2192.05,2054.05,2175.9,13.31,1.76,1.59
2000-10-20,2176.95,2245.5,2176.95,2206.6,13.5,1.78,1.57
2000-10-23,2206.8,2218.7,2100.7,2107.5,12.89,1.7,1.62
2000-10-24,2107.05,2124.5,2078.75,2113.0,12.92,1.7,1.62
2000-10-25,2117.65,2198.8,2117.65,2188.5,13.38,1.77,1.56
2000-10-26,2191.0,2230.35,2173.75,2222.2,13.59,1.79,1.54
2000-10-27,2224.8,2254.35,2209.6,2248.0,13.75,1.81,1.52
2000-10-30,2250.85,2263.6,2209.85,2214.8,13.55,1.79,1.54
2000-10-31,2214.9,2243.8,2190.0,2234.3,13.66,1.8,1.53
2000-11-01,2249.65,2298.5,2249.65,2284.6,13.97,1.84,1.49
2000-11-02,2284.0,2324.6,2272.75,2321.75,14.2,1.87,1.47
2000-11-03,2322.7,2373.1,2322.7,2356.25,14.41,1.9,1.45
2000-11-06,2356.4,2389.1,2356.4,2368.55,14.49,1.91,1.44
2000-11-07,2363.1,2387.45,2354.55,2382.05,14.57,1.92,1.43
2000-11-08,2383.25,2446.6,2383.25,2424.45,14.91,1.97,1.4
2000-11-09,2420.5,2433.65,2401.55,2428.0,14.7,1.91,1.4
2000-11-10,2425.0,2425.0,2338.8,2345.6,14.2,1.84,1.45
2000-11-13,2342.45,2342.45,2238.75,2246.1,13.6,1.77,1.51
2000-11-14,2246.65,2347.2,2244.3,2339.4,14.16,1.84,1.45
2000-11-15,2343.35,2409.75,2343.35,2370.85,14.42,1.87,1.48
2000-11-16,2371.1,2426.55,2370.85,2406.4,14.64,1.9,5.65
2000-11-17,2405.75,2410.65,2364.9,2405.1,14.63,1.9,5.65
2000-11-20,2405.6,2419.4,2388.5,2403.6,14.62,1.9,5.65
2000-11-21,2399.35,2399.35,2363.6,2384.7,14.51,1.88,5.7
2000-11-22,2385.5,2417.05,2369.55,2374.95,14.45,1.88,5.72
2000-11-23,2372.35,2402.05,2339.5,2398.95,14.59,1.9,5.66
2000-11-24,2398.4,2413.0,2393.8,2398.65,14.59,1.89,5.66
2000-11-27,2399.25,2471.4,2399.25,2465.65,15.0,1.95,5.51
2000-11-28,2466.05,2483.7,2452.35,2469.2,15.02,1.95,5.5
2000-11-29,2463.35,2502.3,2442.95,2486.6,15.13,1.96,5.46
2000-11-30,2493.15,2516.7,2461.75,2477.25,15.22,1.97,5.48
2000-12-01,2467.45,2493.85,2439.55,2486.7,15.28,1.97,5.46
2000-12-04,2487.0,2520.45,2486.05,2490.3,15.3,1.98,5.46
2000-12-05,2491.25,2528.75,2491.25,2520.8,15.49,2.0,5.39
2000-12-06,2537.3,2594.6,2537.3,2559.6,15.72,2.03,5.31
2000-12-07,2559.1,2583.45,2553.9,2572.35,15.8,2.04,5.28
2000-12-08,2573.0,2618.0,2573.0,2615.1,16.07,2.08,5.2
2000-12-11,2617.05,2659.8,2617.05,2652.3,16.29,2.1,5.12
2000-12-12,2652.5,2674.8,2645.15,2655.05,16.31,2.11,5.12
2000-12-13,2656.05,2722.75,2656.05,2708.0,16.64,2.15,5.02
2000-12-14,2708.35,2737.7,2679.85,2685.85,16.5,2.13,5.06
2000-12-15,2680.65,2680.65,2513.95,2532.0,15.56,2.01,5.37
2000-12-18,2531.05,2561.3,2460.9,2553.25,15.69,2.03,5.32
2000-12-19,2553.2,2555.15,2489.8,2495.2,15.33,1.98,5.44
2000-12-20,2492.0,2511.7,2457.15,2501.4,15.37,1.98,5.43
2000-12-21,2495.45,2495.45,2406.2,2442.95,15.01,1.94,5.56
2000-12-22,2442.3,2470.05,2315.75,2326.25,14.29,1.85,5.84
2000-12-26,2327.4,2347.55,2228.1,2264.45,13.91,1.8,6
2000-12-27,2266.0,2351.1,2260.75,2337.0,14.36,1.85,5.81
2000-12-28,2345.25,2400.45,2345.25,2384.35,14.65,1.89,5.7
2000-12-29,2385.25,2429.7,2380.7,2426.05,14.9,1.93,5.6
2001-01-01,2424.6,2452.3,2408.4,2419.2,14.86,1.92,5.62
2001-01-02,2416.75,2456.2,2414.9,2447.7,15.04,1.94,5.55
2001-01-03,2434.3,2469.25,2426.55,2462.3,15.13,1.95,5.52
2001-01-04,2463.45,2555.75,2463.45,2498.0,15.35,1.98,5.44
2001-01-05,2497.35,2538.9,2495.15,2531.25,15.55,2.01,5.37
2001-01-08,2531.4,2531.4,2405.6,2416.55,14.85,1.92,5.62
2001-01-09,2409.75,2420.55,2372.75,2385.5,14.66,1.89,5.7
2001-01-10,2401.55,2432.4,2358.8,2384.1,14.65,1.89,5.7
2001-01-11,2387.25,2399.45,2345.0,2354.05,14.46,1.87,5.77
2001-01-12,2357.15,2386.8,2338.75,2347.2,14.42,1.86,5.79
2001-01-15,2347.0,2353.3,2282.85,2296.6,14.11,1.82,5.92
2001-01-16,2297.9,2336.8,2288.5,2296.8,14.11,1.82,5.91
2001-01-17,2309.7,2353.25,2298.4,2307.65,14.18,1.83,5.89
2001-01-18,2312.15,2339.0,2307.1,2334.85,14.34,1.85,5.82
2001-01-19,2337.75,2389.0,2337.75,2382.5,14.64,1.89,5.7
2001-01-22,2384.85,2446.15,2384.85,2440.2,14.99,1.94,5.57
2001-01-23,2438.9,2439.8,2405.0,2412.35,14.82,1.91,5.63
2001-01-24,2413.75,2445.05,2413.25,2439.25,14.99,1.94,5.57
2001-01-25,2441.3,2456.55,2400.45,2435.25,14.96,1.93,5.58
2001-01-29,2433.55,2435.85,2351.1,2376.85,14.6,1.89,5.72
2001-01-30,2379.3,2428.5,2379.3,2424.6,14.9,1.92,5.6
2001-01-31,2426.65,2451.05,2398.7,2407.7,14.79,1.91,5.64
2001-02-01,2400.9,2400.9,2318.2,2337.15,14.36,1.85,5.81
2001-02-02,2333.1,2367.6,2323.15,2340.45,14.38,1.86,5.8
2001-02-05,2334.8,2367.65,2320.65,2350.25,14.3,1.86,5.78
2001-02-06,2350.7,2400.75,2350.7,2383.85,14.5,1.88,5.7
2001-02-07,2389.9,2424.8,2372.25,2378.65,14.54,1.88,5.7
2001-02-08,2377.5,2447.15,2367.05,2441.6,14.95,1.93,5.55
2001-02-09,2442.7,2492.4,2437.5,2458.8,14.93,1.94,5.51
2001-02-12,2457.65,2509.25,2451.75,2504.0,15.21,1.98,5.42
2001-02-13,2504.45,2516.35,2434.1,2444.25,14.84,1.93,5.55
2001-02-14,2442.25,2460.8,2423.7,2456.15,15.32,1.99,5.37
2001-02-15,2459.05,2480.05,2458.15,2466.6,15.39,2.0,5.35
2001-02-16,2464.05,2471.9,2335.9,2346.35,14.64,1.9,5.63
2001-02-19,2340.9,2372.25,2306.25,2340.0,14.6,1.9,5.64
2001-02-20,2341.3,2347.35,2308.5,2318.85,14.47,1.88,5.69
2001-02-21,2311.8,2329.65,2279.05,2297.4,14.02,1.86,5.75
2001-02-22,2295.85,2295.85,2199.35,2248.45,13.72,1.82,5.87
2001-02-23,2246.7,2249.8,2147.6,2167.05,13.22,1.75,6.09
2001-02-26,2167.45,2167.95,2108.3,2139.0,12.99,1.73,6.17
2001-02-27,2139.8,2162.2,2034.25,2042.6,12.34,1.64,6.46
2001-02-28,2026.3,2158.55,2023.1,2141.45,12.94,1.72,6.19
2001-03-01,2158.2,2258.75,2158.2,2208.65,13.35,1.77,6
2001-03-02,2222.45,2250.6,2087.4,2096.75,12.67,1.69,6.32
2001-03-05,2091.05,2107.15,1993.6,2017.1,12.19,1.62,6.57
2001-03-07,2026.8,2073.55,1927.85,1992.7,12.04,1.6,6.65
2001-03-08,1992.95,2008.5,1935.5,1941.7,11.73,1.56,6.83
2001-03-09,1941.1,1941.1,1797.05,1833.2,11.08,1.47,7.23
2001-03-12,1832.65,1832.65,1723.05,1727.1,10.44,1.39,7.68
2001-03-13,1726.25,1726.25,1570.2,1588.8,9.6,1.28,8.35
2001-03-14,1587.9,1668.6,1581.0,1664.45,10.06,1.34,7.97
2001-03-15,1662.05,1724.05,1627.2,1718.85,10.38,1.38,7.72
2001-03-16,1717.4,1735.7,1658.7,1675.6,10.12,1.35,7.91
2001-03-19,1673.25,1694.0,1661.35,1676.25,10.13,1.35,7.91
2001-03-20,1677.8,1681.35,1634.45,1665.8,10.06,1.34,7.96
2001-03-21,1662.05,1670.25,1630.0,1666.65,10.09,1.34,7.94
2001-03-22,1665.75,1686.1,1657.15,1669.25,10.11,1.34,7.93
2001-03-23,1669.55,1680.65,1610.3,1627.9,9.86,1.31,8.13
2001-03-26,1627.65,1637.7,1596.3,1635.05,9.9,1.32,8.09
2001-03-27,1635.6,1661.9,1622.3,1657.35,10.03,1.33,7.98
2001-03-28,1658.55,1702.7,1658.55,1696.25,10.26,1.37,7.83
2001-03-29,1695.85,1695.85,1661.5,1675.2,10.14,1.35,7.93
2001-03-30,1673.75,1675.75,1598.3,1601.8,9.69,1.29,8.29
2001-04-02,1601.8,1601.8,1499.15,1534.55,9.29,1.23,8.66
2001-04-03,1530.7,1564.5,1524.0,1554.5,9.41,1.25,8.55
2001-04-04,1550.6,1550.6,1512.75,1535.55,9.29,1.24,8.66
2001-04-06,1536.75,1573.1,1498.55,1507.15,9.12,1.21,8.82
2001-04-09,1507.95,1513.45,1492.95,1507.45,9.12,1.21,8.82
2001-04-10,1506.6,1506.75,1463.85,1472.35,8.91,1.18,9.03
2001-04-11,1473.15,1486.8,1435.7,1442.4,8.72,1.16,9.22
2001-04-12,1442.0,1442.0,1362.5,1392.9,8.47,1.12,9.54
2001-04-16,1390.85,1420.8,1382.2,1415.6,8.6,1.14,9.39
2001-04-17,1415.4,1465.45,1408.0,1459.25,8.87,1.17,9.11
2001-04-18,1460.45,1532.85,1460.45,1528.85,9.28,1.23,8.71
2001-04-19,1529.1,1602.25,1529.1,1553.45,9.43,1.25,8.57
2001-04-20,1554.05,1566.5,1520.3,1554.95,8.65,1.25,8.56
2001-04-23,1556.75,1572.6,1544.4,1565.15,8.71,1.25,8.5
2001-04-24,1564.8,1598.2,1548.05,1592.25,8.83,1.27,8.36
2001-04-25,1597.1,1627.05,1580.6,1619.1,9.06,1.31,8.14
2001-04-26,1622.6,1638.05,1583.05,1591.3,8.77,1.28,8.28
2001-04-27,1587.3,1587.3,1497.65,1503.5,8.35,1.2,8.77
2001-04-30,1500.4,1530.2,1487.7,1525.2,8.47,1.22,8.64
2001-05-02,1529.05,1564.2,1529.05,1545.45,8.58,1.23,8.62
2001-05-03,1544.4,1555.7,1518.05,1522.0,8.3,1.22,8.76
2001-05-04,1522.7,1541.4,1506.45,1537.1,8.38,1.23,8.67
2001-05-07,1537.6,1573.85,1537.6,1566.45,8.52,1.27,8.51
2001-05-08,1565.75,1590.6,1562.0,1583.6,8.61,1.29,8.42
2001-05-09,1585.0,1596.4,1557.3,1561.15,8.49,1.27,8.7
2001-05-10,1560.95,1577.6,1558.8,1564.9,8.51,1.27,8.68
2001-05-11,1565.75,1566.1,1541.05,1544.0,8.4,1.25,8.8
2001-05-14,1543.95,1555.75,1538.0,1540.45,8.38,1.25,8.82
2001-05-15,1540.25,1540.25,1472.4,1524.5,8.29,1.23,8.91
2001-05-16,1525.65,1578.0,1525.65,1566.15,8.52,1.27,8.78
2001-05-17,1566.35,1588.35,1566.35,1580.5,8.59,1.28,8.7
2001-05-18,1580.3,1594.95,1580.3,1587.85,8.63,1.28,8.66
2001-05-21,1587.95,1599.85,1577.35,1578.7,8.6,1.27,8.71
2001-05-22,1578.75,1597.6,1578.75,1593.1,8.68,1.28,8.63
2001-05-23,1594.1,1625.7,1594.1,1622.1,8.83,1.31,8.6
2001-05-24,1621.95,1635.1,1610.4,1614.2,8.79,1.3,8.65
2001-05-25,1614.6,1621.65,1599.55,1611.6,8.78,1.3,8.66
2001-05-28,1612.15,1637.6,1612.15,1636.55,8.97,1.32,8.53
2001-05-29,1636.65,1654.6,1636.45,1652.35,9.06,1.33,8.45
2001-05-30,1651.95,1676.25,1631.9,1638.15,8.98,1.32,8.57
2001-05-31,1637.5,1637.5,1597.7,1627.15,8.61,1.24,8.62
2001-06-01,1627.55,1638.9,1612.6,1614.45,8.54,1.23,8.69
2001-06-04,1614.7,1623.2,1575.95,1578.75,8.35,1.21,8.89
2001-06-05,1578.95,1583.35,1552.8,1557.3,8.14,1.18,9.01
